#File	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Male_S4_R1_001.fastq.gz	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Male_S4_R2_001.fastq.gz
#Total	108806166
#Matched	24018747	22.07480%
#Name	Reads	ReadsPct
17427	867	0.00080%
1081	866	0.00080%
88588	863	0.00079%
62994	862	0.00079%
1559	854	0.00078%
24342	840	0.00077%
55821	840	0.00077%
12027	839	0.00077%
264198	835	0.00077%
3828	826	0.00076%
31825	823	0.00076%
51725	823	0.00076%
20816	819	0.00075%
1810	817	0.00075%
15898	815	0.00075%
6394	813	0.00075%
12527	809	0.00074%
83066	809	0.00074%
10040	806	0.00074%
103630	806	0.00074%
1178	806	0.00074%
25744	805	0.00074%
1962	803	0.00074%
12022	801	0.00074%
105273	799	0.00073%
13043	797	0.00073%
44620	796	0.00073%
13589	790	0.00073%
8277	777	0.00071%
81157	772	0.00071%
1666	763	0.00070%
3405	756	0.00069%
10376	749	0.00069%
54113	749	0.00069%
1336	748	0.00069%
137228	746	0.00069%
9001	743	0.00068%
916	743	0.00068%
4541	738	0.00068%
713	735	0.00068%
196	732	0.00067%
19559	729	0.00067%
39837	726	0.00067%
21476	724	0.00067%
26527	724	0.00067%
10062	721	0.00066%
13966	721	0.00066%
15561	714	0.00066%
2323	713	0.00066%
43816	713	0.00066%
4854	712	0.00065%
11249	707	0.00065%
968	701	0.00064%
5514	700	0.00064%
103094	697	0.00064%
9240	697	0.00064%
7131	696	0.00064%
89572	694	0.00064%
2858	686	0.00063%
27194	683	0.00063%
23353	682	0.00063%
10830	679	0.00062%
36563	678	0.00062%
15688	676	0.00062%
843	676	0.00062%
69048	674	0.00062%
12309	670	0.00062%
611	666	0.00061%
88515	663	0.00061%
10098	662	0.00061%
53559	659	0.00061%
22852	657	0.00060%
78718	656	0.00060%
166878	655	0.00060%
51090	655	0.00060%
6720	654	0.00060%
25639	651	0.00060%
57593	643	0.00059%
6078	643	0.00059%
46751	641	0.00059%
14104	638	0.00059%
215924	638	0.00059%
171129	636	0.00058%
615	636	0.00058%
7223	636	0.00058%
21059	632	0.00058%
80809	632	0.00058%
93356	631	0.00058%
47079	630	0.00058%
9203	630	0.00058%
4499	628	0.00058%
42930	624	0.00057%
11619	618	0.00057%
617	612	0.00056%
5885	608	0.00056%
1194	602	0.00055%
17304	602	0.00055%
47665	602	0.00055%
11292	596	0.00055%
51363	596	0.00055%
5087	595	0.00055%
76633	590	0.00054%
8979	587	0.00054%
127039	583	0.00054%
2671	580	0.00053%
34237	579	0.00053%
6929	579	0.00053%
48056	577	0.00053%
811	574	0.00053%
1419	572	0.00053%
905	572	0.00053%
8433	571	0.00052%
31436	568	0.00052%
116648	567	0.00052%
27259	567	0.00052%
5378	567	0.00052%
162085	563	0.00052%
18671	560	0.00051%
65044	553	0.00051%
17302	551	0.00051%
45088	550	0.00051%
9434	550	0.00051%
138485	545	0.00050%
21742	545	0.00050%
42122	545	0.00050%
